P17778_1|c.10.2.6|d1jl5a_ annotated_P17778|c.10.2.6,c.10.2.1,c.10.2.6,c.10.2.7,c.10.2.6|d1jl5a_,d2omza2,d1jl5a_,d1ookg_,d1jl5a_ 2242
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_Q29599|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 2195
P26572_1|c.68.1.10|d1fo8a_ annotated_P26572|c.68.1.10|d1fo8a_ 2130
A2W5J2_1|c.79.1.1|d1tyza_ annotated_A2W5J2|c.79.1.1|d1tyza_ 2096
P95474_1|c.73.1.1|d1e19a_ annotated_P95474|c.73.1.1|d1e19a_ 2063
Q94M05_1|c.37.1.11|d1w44a_ annotated_Q94M05|c.37.1.11|d1w44a_ 2027
P0AG78_1|c.94.1.1|d1sbpa_ annotated_P0AG78|c.94.1.1|d1sbpa_ 2019
Q5SLE6_1|c.79.1.1|d1ve1a1 annotated_Q5SLE6|c.79.1.1|d1ve1a1 1960
Q9X1K9_1|c.1.10.1|d1o5ka_ annotated_Q9X1K9|c.1.10.1|d1o5ka_ 1878
O30245_1|a.4.5.56,d.144.1.9|d1zara1,d1zara2 annotated_O30245|a.4.5.56,d.144.1.9,d.144.1.6|d1zara1,d1zara2,d1nd4a_ 1871
Q9V2R8_1|c.56.7.1|d2gfqa1 annotated_Q9V2R8|c.56.7.1|d2gfqa1 1854
Q54944_1|c.37.1.21|d1gvnb_ annotated_Q54944|c.37.1.21,c.37.1.1|d1gvnb_,d1ly1a_ 1835
Q02127_1|c.1.4.1|d1d3ga_ annotated_Q63707|c.1.4.1|d1d3ga_ 1820
G0A839_1|d.157.1.5|d1p9ea_ annotated_G0A839|d.157.1.5,d.157.1.10,d.157.1.3,d.157.1.2,d.157.1.12,d.157.1.14,d.157.1.9,d.157.1.1,d.157.1.7,d.157.1.11,d.157.1.6,d.157.1.8,d.157.1.4,d.157.1.7,d.157.1.10|d1p9ea_,d2i7ta1,d1vmea2,d2qeda1,d2p97a1,d2q0ia1,d1zkpa1,d2gmna1,d2e7ya1,d1ztca1,d1xtoa_,d1wraa1,d1vjna_,d1y44a1,d2az4a1 1809
Q5SI76_1|b.43.3.1,c.37.1.8,d.14.1.1,d.58.11.1,d.58.11.1|d2dy1a1,d2dy1a2,d2dy1a3,d2dy1a4,d2dy1a5 annotated_Q5SI76|c.37.1.8,c.37.1.10,c.37.1.8,b.43.3.1,d.58.11.1,d.14.1.1,d.58.11.1|d2dy1a2,d2qm8a1,d2cxxa1,d2dy1a1,d2dy1a4,d2dy1a3,d2dy1a5 1766
A6KXV0_1|c.108.1.10|d2rbka1 annotated_A6KXV0|c.108.1.10,c.108.1.19,c.108.1.17,c.108.1.10,c.108.1.9,c.108.1.10,c.108.1.15,c.108.1.25,c.108.1.1,c.108.1.6,c.108.1.1,c.108.1.24,c.108.1.4,c.108.1.11,c.108.1.5,c.108.1.19,c.108.1.14,c.108.1.3,c.108.1.6|d1l6ra_,d2fpwa1,d1u7pa_,d2rbka1,d1yj5a1,d2rbka1,d1u02a_,d2obba1,d1x42a1,d1o08a_,d1qq5a_,d1y8aa1,d1j97a_,d1rkua_,d1k1ea_,d2o2xa1,d2c4na1,d1swva_,d2hsza1 1682
P39126_1|c.77.1.1|d1hqsa_ annotated_Q5HF79|c.77.1.1|d1hqsa_ 1670
Q51227_1|f.4.4.2|d2vdfa1 annotated_Q51227|f.4.4.2|d2vdfa1 1657
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_P0AAI3|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d2fnaa2,d1ye8a1,d1zp6a1,d2ce7a1 1628
Q8A611_1|d.38.1.8,d.38.1.8|d2essa1,d2essa2 annotated_Q8A611|d.38.1.8,d.38.1.1,d.38.1.8|d2essa1,d2hlja1,d2owna2 1623
P39126_1|c.77.1.1|d1hqsa_ annotated_A0A090YHW5|c.77.1.1|d1hqsa_ 1609
Q899J5_1|c.148.1.1|d1vr0a1 annotated_Q899J5|c.148.1.1|d1vr0a1 1607
P17612_1|d.144.1.7|d1rdqe_ annotated_P22612|d.144.1.7|d1rdqe_ 1598
P17612_1|d.144.1.7|d1rdqe_ annotated_P12370|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1tkia_ 1594
P39126_1|c.77.1.1|d1hqsa_ annotated_W7DSZ5|c.77.1.1|d1hqsa_ 1569
P95474_1|c.73.1.1|d1e19a_ annotated_Q9UWF8|c.73.1.2,c.73.1.1,c.73.1.3,c.73.1.2,c.73.1.1,c.73.1.3|d1gs5a_,d1e19a_,d2a1fa1,d2ap9a1,d1e19a_,d2akoa1 1543
Q54944_1|c.37.1.21|d1gvnb_ annotated_E6LIR5|c.37.1.1,c.37.1.21|d1yj5a2,d1gvnb_ 1530
Q02127_1|c.1.4.1|d1d3ga_ annotated_L9KJX2|c.1.4.1,b.47.1.2|d1d3ga_,d1gdna_ 1509
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_C0B0G9|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.11,c.37.1.25|d1lv7a_,d1lw7a2,d1tuea_,d1y63a_,d2fnaa2,d1ye8a1,d1zp6a1 1506
P26572_1|c.68.1.10|d1fo8a_ annotated_A0A091UZ47|c.68.1.10|d1fo8a_ 1505
Q47PU3_1|c.3.1.5|d1w4xa2 annotated_Q47PU3|c.3.1.6,c.3.1.5,c.3.1.7,c.3.1.5,c.3.1.5|d1rp0a1,d1m6ia2,d2cula1,d1q1ra2,d1w4xa2 1482
P26572_1|c.68.1.10|d1fo8a_ annotated_F7E5D2|c.68.1.10|d1fo8a_ 1476
P12735_1|c.22.1.1|d1vqoc1 annotated_P12735|c.22.1.1|d1dmga_ 1475
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_W1H373|c.37.1.20,c.37.1.11,c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25|d1lv7a_,d1n0wa_,d1ny5a2,d1y63a_,d1ye8a1,d1zp6a1 1472
Q2FZL2_1|b.47.1.1|d2o8la1 annotated_Q2FZL2|b.47.1.1|d2o8la1 1455
Q12483_1|a.4.5.54,a.4.5.54|d1u5ta1,d1u5ta2 annotated_Q12483|a.4.5.54,a.4.5.54|d1u5ta1,d1u5ta2 1408
Q03103_1|a.227.1.1|d1rp4a_ annotated_J5S9Z8|a.227.1.1|d1rp4a_ 1404
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_F0LTP2|c.37.1.20,c.37.1.11|d1lv7a_,d1ye8a1 1363
P39788_1|a.96.1.1|d1orna_ annotated_P39788|a.96.1.1,a.96.1.2|d1orna_,d1kg2a_ 1359
P23919_1|c.37.1.1|d1nn5a_ annotated_P23919|c.37.1.1|d1nn5a_ 1351
Q5SI76_1|b.43.3.1,c.37.1.8,d.14.1.1,d.58.11.1,d.58.11.1|d2dy1a1,d2dy1a2,d2dy1a3,d2dy1a4,d2dy1a5 annotated_A9U7W1|b.43.3.1,d.58.11.1,d.14.1.1,d.58.11.1|d2dy1a1,d2dy1a4,d2dy1a3,d2dy1a5 1350
Q02127_1|c.1.4.1|d1d3ga_ annotated_F6XE44|c.1.4.1|d1d3ga_ 1337
P17612_1|d.144.1.7|d1rdqe_ annotated_F7C0Y8|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1tkia_ 1335
Q9RY51_1|b.40.4.3|d1se8a_ annotated_Q9RY51|b.40.4.3,b.40.4.3|d1se8a_,d1se8a_ 1334
P26572_1|c.68.1.10|d1fo8a_ annotated_G3VSG0|c.68.1.10|d1fo8a_ 1329
Q08462_1|d.58.29.1|d1azsb_ annotated_Q08462|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 1290
Q8TZH8_1|c.52.1.20,c.37.1.19,c.37.1.19,a.60.2.5|d1j23a_,d1wp9a2,d1wp9a1,d1x2ia1 annotated_Q8TZH8|c.37.1.19,c.37.1.16,c.37.1.19,c.37.1.23,c.37.1.19,c.37.1.14,c.37.1.19,c.37.1.19,c.37.1.14,c.37.1.19,c.37.1.16,c.37.1.19,c.37.1.14,c.52.1.20,a.60.2.5|d1wp9a1,d1gkub1,d2p6ra3,d1rifa_,d1t6na_,d1a1va1,d1z3ix2,d1wp9a2,d1a1va2,d1tf5a4,d1gkub2,d1oywa3,d1yksa2,d1j23a_,d1x2ia1 1278
D6THH4_1|c.37.1.19|d1z5za1 annotated_D6THH4|c.37.1.19,c.37.1.23,c.37.1.19,c.37.1.19|d1z3ix2,d1rifa_,d2fz4a1,d2fwra1 1276
Q08462_1|d.58.29.1|d1azsb_ annotated_G1L7W0|d.58.29.1|d1azsa_ 1240
Q08462_1|d.58.29.1|d1azsb_ annotated_F1S0T0|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 1236
P26572_1|c.68.1.10|d1fo8a_ annotated_B3KQW5|c.68.1.10|d1fo8a_ 1230
P39126_1|c.77.1.1|d1hqsa_ annotated_D7RIE8|c.77.1.1|d1hqsa_ 1225
Q0S4E1_1|d.38.1.5|d2ov9a1 annotated_Q0S4E1|d.38.1.5|d2ov9a1 1219
Q51227_1|f.4.4.2|d2vdfa1 annotated_R0ZEM0|f.4.4.2|d2vdfa1 1214
O28478_1|c.80.1.3|d1vima_ annotated_O28478|c.80.1.3,c.80.1.1|d1vima_,d1moqa_ 1202
P0AG78_1|c.94.1.1|d1sbpa_ annotated_A0A085JN90|c.94.1.1|d1sbpa_ 1197
P0AG78_1|c.94.1.1|d1sbpa_ annotated_A0A084A0X8|c.94.1.1|d1sbpa_ 1192
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_Q89AF2|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d2fnaa2,d1ye8a1,d1zp6a1,d2ce7a1 1188
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_A4NZ63|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25|d1lv7a_,d1lw7a2,d1ye8a1,d1zp6a1 1177
Q6MZW8_1|c.46.1.1|d1ymka1 annotated_P30305|c.46.1.1|d1ymka1 1174
Q6MZW8_1|c.46.1.1|d1ymka1 annotated_Q6MZW8|c.46.1.1,c.46.1.2,c.46.1.1,c.46.1.3,c.46.1.2,c.46.1.4|d1ymka1,d1yt8a1,d1t3ka_,d1gmxa_,d1rhsa2,d2gwfa1 1163
Q08462_1|d.58.29.1|d1azsb_ annotated_V8NZV0|d.58.29.1|d1azsa_ 1160
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_B2Q4V9|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1um8a_,d1lw7a2,d1ye8a1,d1zp6a1,d2ce7a1 1158
Q2FZL3_1|d.17.1.4|d1x9ya2 annotated_Q2FZL3|d.17.1.4,d.3.1.1|d1x9ya2,d1cv8a_ 1156
Q02127_1|c.1.4.1|d1d3ga_ annotated_E9Q1V3|c.1.4.1|d1d3ga_ 1148
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_A0A024EA96|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d1ye8a1,d1zp6a1,d2ce7a1 1145
P59998_1|d.198.2.1|d1k8kf_ annotated_P59998|d.198.2.1|d1k8kf_ 1136
P59998_1|d.198.2.1|d1k8kf_ annotated_F8WCF6|d.198.2.1|d1k8kf_ 1129
P59998_1|d.198.2.1|d1k8kf_ annotated_F7GWC3|d.198.2.1|d1k8kf_ 1119
O59257_1|b.81.1.5|d1v3wa_ annotated_O59257|b.81.1.5,b.81.1.3,b.81.1.5,b.81.1.4,b.81.1.5,b.81.1.7,b.81.1.2,b.81.1.3,b.81.1.8,b.81.1.4|d1v3wa_,d1mr7a_,d1qrea_,d1g97a1,d1qrea_,d2f9ca1,d3tdta_,d1ocxa_,d3bswa1,d1fxja1 1119
Q02127_1|c.1.4.1|d1d3ga_ annotated_G1N9I5|c.1.4.1|d1gtea2 1114
P59998_1|d.198.2.1|d1k8kf_ annotated_U3KER8|d.198.2.1|d1k8kf_ 1114
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_W5PH55|d.218.1.6,a.160.1.2,d.218.1.6,a.160.1.2,d.218.1.6,a.160.1.2|d1px5a2,d1px5a1,d1px5a2,d1px5a1,d1px5a2,d1px5a1 1111
P17612_1|d.144.1.7|d1rdqe_ annotated_A8NXF6|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1tkia_ 1111
Q02127_1|c.1.4.1|d1d3ga_ annotated_F1S3B0|c.1.4.1|d1d3ga_ 1107
R4LX84_1|a.25.4.2|d2g38b1 annotated_R4LX84|a.25.4.2|d2g38b1 1087
A9CJ26_1|c.51.5.1|d2a9sa1 annotated_A9CJ26|c.51.5.1|d2a9sa1 1083
Q02127_1|c.1.4.1|d1d3ga_ annotated_M7B5Z3|c.1.4.1,g.18.1.1,b.47.1.2,b.47.1.1|d1d3ga_,d1elva2,d1gdna_,d1p3ca_ 1079
P17612_1|d.144.1.7|d1rdqe_ annotated_H9GFQ3|d.144.1.7|d1rdqe_ 1072
P17612_1|d.144.1.7|d1rdqe_ annotated_A0A0B2VRN4|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1xwsa_ 1067
P17612_1|d.144.1.7|d1rdqe_ annotated_A0A0D8Y9E4|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1p4oa_ 1048
Q5SJT0_1|c.66.1.46|d1ws6a1 annotated_Q5SJT0|c.66.1.4,c.66.1.46,c.66.1.30,c.66.1.54,c.66.1.51,c.66.1.22,c.66.1.40,c.66.1.55,c.66.1.51,c.66.1.1,c.66.1.58,c.66.1.29,c.66.1.47,c.66.1.51|d1dusa_,d1ws6a1,d2b3ta1,d2h00a1,d2igta1,d1l3ia_,d1uwva2,d2oyra1,d2b78a2,d2cl5a1,d2dula1,d1o9ga_,d2frna1,d1wxxa2 1047
Q54944_1|c.37.1.21|d1gvnb_ annotated_Q7M0L8|c.37.1.21|d1gvnb_ 1040
Q6MZW8_1|c.46.1.1|d1ymka1 annotated_P30306|c.46.1.1|d1ymka1 1038
P17612_1|d.144.1.7|d1rdqe_ annotated_H3F4K4|d.144.1.7|d1rdqe_ 1037
Q9UM13_1|b.18.1.9|d1jhja_ annotated_Q9UM13|b.18.1.9|d1jhja_ 1029
Q9UM13_1|b.18.1.9|d1jhja_ annotated_Q8K2H6|b.18.1.9|d1jhja_ 1015
P23919_1|c.37.1.1|d1nn5a_ annotated_G1R8A9|c.37.1.1|d1nn5a_ 1014
A2W5J2_1|c.79.1.1|d1tyza_ annotated_J7JWK0|c.79.1.1|d1tyza_ 1005
A2W5J2_1|c.79.1.1|d1tyza_ annotated_D4X9E9|c.79.1.1|d1tyza_ 1004
Q08462_1|d.58.29.1|d1azsb_ annotated_M7BZZ9|d.58.29.1|d1azsa_ 1003
Q6MZW8_1|c.46.1.1|d1ymka1 annotated_G1T5V7|c.46.1.1,c.46.1.3,c.46.1.2,c.46.1.1,c.46.1.2,c.46.1.3,c.46.1.2,c.46.1.4|d1ymka1,d1qxna_,d1yt8a1,d1hzma_,d1e0ca1,d1gmxa_,d1yt8a3,d2gwfa1 989
P17612_1|d.144.1.7|d1rdqe_ annotated_H2NXS7|d.144.1.7|d1rdqe_ 980
P26572_1|c.68.1.10|d1fo8a_ annotated_U3IL00|c.68.1.10|d1fo8a_ 973
Q85439_1|b.19.1.1|d1uf2c2 annotated_Q85439|b.19.1.1|d1uf2c2 965
P12737_1|c.12.1.1|d1vqol1 annotated_P12737|c.12.1.1|d1vqol1 957
P39126_1|c.77.1.1|d1hqsa_ annotated_F5SLF8|c.77.1.1|d1hqsa_ 948
Q8GNT2_1|b.82.1.21|d2o1qa1 annotated_Q8GNT2|b.82.1.21|d2o1qa1 948
P17612_1|d.144.1.7|d1rdqe_ annotated_D2D0A9|d.144.1.7|d1rdqe_ 941
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_J7Q3U5|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d1ny5a2,d1y63a_,d1ye8a1,d1zp6a1,d2ce7a1 941
A2W5J2_1|c.79.1.1|d1tyza_ annotated_A4YUJ5|c.79.1.1|d1tyza_ 937
P17612_1|d.144.1.7|d1rdqe_ annotated_V8PG77|d.144.1.7,d.144.1.9,d.144.1.7,a.60.1.2|d1rdqe_,d1zara2,d1xwsa_,d1kw4a_ 934
Q03103_1|a.227.1.1|d1rp4a_ annotated_A0A0C7N3E6|a.227.1.1|d1rp4a_ 930
A4XVB8_1|d.38.1.5|d1yoca1 annotated_A4XVB8|d.38.1.5|d1yoca1 919
P17612_1|d.144.1.7|d1rdqe_ annotated_S4RI01|d.144.1.7,d.144.1.9|d1rdqe_,d1zara2 917
Q12483_1|a.4.5.54,a.4.5.54|d1u5ta1,d1u5ta2 annotated_H0GPT6|a.4.5.54|d1u5ta1 914
P12736_1|c.9.2.1|d1vqoy1 annotated_P12736|a.60.2.5,a.60.4.1,c.9.2.1|d2a1jb1,d2i1qa1,d1vqoy1 913
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_P11928|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 909
P23919_1|c.37.1.1|d1nn5a_ annotated_P97930|c.37.1.1|d1nn5a_ 905
Q08462_1|d.58.29.1|d1azsb_ annotated_W5LHW8|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 900
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_P00973|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 897
P17612_1|d.144.1.7|d1rdqe_ annotated_M7ALG6|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d2ozaa1 886
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_H0YI20|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 884
A2W5J2_1|c.79.1.1|d1tyza_ annotated_A0A098T513|c.79.1.1|d1tyza_ 874
P17612_1|d.144.1.7|d1rdqe_ annotated_G1PB26|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1tkia_ 872
Q08462_1|d.58.29.1|d1azsb_ annotated_H2SYK1|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 869
P76156_1|d.358.1.1|d2hh8a1 annotated_P76156|d.358.1.1|d2hh8a1 869
A9CJ26_1|c.51.5.1|d2a9sa1 annotated_U4PWL5|c.51.5.1|d2a9sa1 864
P45923_1|a.229.1.1|d1xn8a_ annotated_P45923|a.229.1.1|d1xn8a_ 859
Q29599_1|d.218.1.6,a.160.1.2|d1px5a2,d1px5a1 annotated_T0M4L2|d.218.1.6,a.160.1.2,d.218.1.6,d.218.1.6,b.34.13.2,a.160.1.2|d1px5a2,d1px5a1,d1px5a2,d1px5a2,d2fmma1,d1px5a1 855
P17612_1|d.144.1.7|d1rdqe_ annotated_H6TMF5|d.144.1.7|d1rdqe_ 851
Q51225_1|d.87.1.1|d1ojta3 annotated_Q51225|b.84.1.1,c.3.1.6,c.3.1.7,c.3.1.1,c.3.1.5,c.3.1.1,c.3.1.5,c.3.1.1,c.3.1.5,d.87.1.1|d1y8ob1,d1rp0a1,d2cula1,d1djqa2,d1m6ia2,d1ps9a2,d1v59a2,d1gtea3,d1fl2a2,d1ojta3 850
A2W5J2_1|c.79.1.1|d1tyza_ annotated_J7K3F1|c.79.1.1|d1tyza_ 849
Q08462_1|d.58.29.1|d1azsb_ annotated_G1N097|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 842
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_A0A0B8NY17|c.37.1.20,c.37.1.11,c.37.1.20|d1lv7a_,d1ye8a1,d1in4a2 840
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_Q2GFA1|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d1ny5a2,d1ye8a1,d1zp6a1,d2ce7a1 837
P17612_1|d.144.1.7|d1rdqe_ annotated_H0ZZX1|d.144.1.7|d1rdqe_ 835
Q9NNX6_1|d.169.1.1|d1xpha1 annotated_Q9NNX6|d.169.1.1|d1qdda_ 832
G1Q1H4_1|a.7.1.1,a.7.1.1|d1quua2,d1hcia4 annotated_G1Q1H4|a.40.1.1,a.40.1.1,a.7.1.1,a.7.1.1,a.39.1.5,a.39.1.10,a.39.1.5,a.39.1.7,a.39.1.4,a.39.1.8,a.39.1.7|d1sh5a1,d1bkra_,d1hcia1,d1quua2,d1j7qa_,d2opoa1,d2scpa_,d1wlza1,d2pvba_,d1k94a_,d1h8ba_ 826
P23919_1|c.37.1.1|d1nn5a_ annotated_V8NMQ6|c.37.1.1|d1nn5a_ 823
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_B4SCV5|c.37.1.20,c.37.1.11,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1n0wa_,d1lw7a2,d1ye8a1,d1zp6a1,d2ce7a1 814
O52552_1|c.67.1.4|d1b9ha_ annotated_D3D8L5|c.67.1.4,c.67.1.2,c.67.1.1,c.67.1.4,c.67.1.5,c.67.1.1,c.67.1.3,c.67.1.4,c.67.1.3,c.67.1.1,c.67.1.3,c.67.1.9,c.67.1.4|d1b9ha_,d2v1pa1,d1lc5a_,d1o69a_,d1c4ka2,d1svva_,d1t3ia_,d1bs0a_,d1qz9a_,d1xi9a_,d1elua_,d2e7ja1,d1kl1a_ 814
Q8EKG8_1|d.17.4.16|d3b7ca1 annotated_Q8EKG8|d.17.4.16,d.17.4.27,d.17.4.22|d3b7ca1,d3d9ra1,d2gxfa1 812
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_B8H444|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1jbka_,d1lw7a2,d1ye8a1,d1zp6a1,d2ce7a1 806
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_R5XNX7|c.37.1.20,c.37.1.1,c.37.1.25,c.37.1.11,a.269.1.1|d1lv7a_,d1lw7a2,d1zp6a1,d1ye8a1,d2ce7a1 793
Q08462_1|d.58.29.1|d1azsb_ annotated_Q68D02|d.58.29.1|d1azsa_ 793
Q03103_1|a.227.1.1|d1rp4a_ annotated_Q8NIP5|a.227.1.1|d1rp4a_ 791
B1W582_1|a.121.1.1|d2oi8a2 annotated_B1W582|a.4.1.9,a.121.1.1|d1rkta1,d1zk8a2 788
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_C6SGU2|c.37.1.20,c.37.1.11|d1lv7a_,d1ye8a1 784
O52552_1|c.67.1.4|d1b9ha_ annotated_Q0ZP98|c.67.1.4,c.67.1.5,c.67.1.4,c.67.1.2,c.67.1.4,c.67.1.1,c.67.1.4,c.67.1.1,c.67.1.9,c.67.1.3,c.67.1.1,c.67.1.4,c.67.1.3,c.67.1.1,c.67.1.4,c.67.1.1,c.67.1.3|d1b9ha_,d1c4ka2,d1bs0a_,d2v1pa1,d1o69a_,d1m6sa_,d2fnua1,d1svva_,d2e7ja1,d1qz9a_,d1lc5a_,d1kl1a_,d1t3ia_,d1xi9a_,d1m7ya_,d2q7wa1,d1c7na_ 784
Q08462_1|d.58.29.1|d1azsb_ annotated_F6PIV7|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 780
Q08462_1|d.58.29.1|d1azsb_ annotated_Q8NFM4|d.58.29.1,d.58.29.1|d1azsa_,d1azsa_ 780
P17612_1|d.144.1.7|d1rdqe_ annotated_W6UJC6|d.144.1.7,d.144.1.9,d.144.1.7|d1rdqe_,d1zara2,d1tkia_ 779
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_B2UMY1|c.37.1.20,c.37.1.1,c.37.1.11,a.269.1.1|d1lv7a_,d1y63a_,d1ye8a1,d2ce7a1 777
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_Q04Q03|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.20,a.269.1.1|d1lv7a_,d1y63a_,d1ye8a1,d1w5sa2,d2ce7a1 776
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_B9KXV3|c.37.1.20,c.37.1.1,c.37.1.11,c.37.1.25,a.269.1.1|d1lv7a_,d1lw7a2,d1ye8a1,d1zp6a1,d2ce7a1 771
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_F9PXD6|c.37.1.20,c.37.1.1,c.37.1.20,c.37.1.11,c.37.1.25,c.37.1.20,a.269.1.1|d1lv7a_,d1lw7a2,d1fnna2,d1ye8a1,d1zp6a1,d1w5sa2,d2ce7a1 771
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_P37476|c.37.1.20,a.269.1.1|d1lv7a_,d2ce7a1 771
Q6MZW8_1|c.46.1.1|d1ymka1 annotated_F7DQ48|c.46.1.1,c.46.1.2,c.46.1.1,c.46.1.3,c.46.1.2,c.46.1.4|d1ymka1,d1yt8a1,d1t3ka_,d1gmxa_,d1e0ca1,d2gwfa1 770
P0AAI3_1|c.37.1.20|d1lv7a_ annotated_G3Z2F1|c.37.1.20,c.37.1.11|d1lv7a_,d1ye8a1 770
